ID_registro,ano,mes,ID_indicador,ID_cooperativa,valor
89,2022,11,Quebranto Patrimonial,CAJA COOPERATIVA CREDICOOP,1.395865427677602
90,2022,11,Relación Solvencia,CAJA COOPERATIVA CREDICOOP,0.0
91,2022,11,Relación entre Aportes sociales mínimos no reducibles y Capital Social,CAJA COOPERATIVA CREDICOOP,0.9704041432671724
92,2022,11,Relación entre el Capital Institucional y el Activo Total,CAJA COOPERATIVA CREDICOOP,0.089393841791626
93,2022,12,Quebranto Patrimonial,CAJA COOPERATIVA CREDICOOP,1.3960294158337874
94,2022,12,Relación Solvencia,CAJA COOPERATIVA CREDICOOP,0.0
95,2022,12,Relación entre Aportes sociales mínimos no reducibles y Capital Social,CAJA COOPERATIVA CREDICOOP,0.9650089747340173
96,2022,12,Relación entre el Capital Institucional y el Activo Total,CAJA COOPERATIVA CREDICOOP,0.0885169833764656
97,2023,1,Quebranto Patrimonial,CAJA COOPERATIVA CREDICOOP,1.3877062832678904
98,2023,1,Relación Solvencia,CAJA COOPERATIVA CREDICOOP,0.0
99,2023,1,Relación entre Aportes sociales mínimos no reducibles y Capital Social,CAJA COOPERATIVA CREDICOOP,0.968368011717372
100,2023,1,Relación entre el Capital Institucional y el Activo Total,CAJA COOPERATIVA CREDICOOP,0.0891310513036329
101,2023,2,Quebranto Patrimonial,CAJA COOPERATIVA CREDICOOP,1.3886636381818982
102,2023,2,Relación Solvencia,CAJA COOPERATIVA CREDICOOP,0.0
103,2023,2,Relación entre Aportes sociales mínimos no reducibles y Capital Social,CAJA COOPERATIVA CREDICOOP,0.9704104499709384
104,2023,2,Relación entre el Capital Institucional y el Activo Total,CAJA COOPERATIVA CREDICOOP,0.0888744729985715
105,2023,3,Quebranto Patrimonial,CAJA COOPERATIVA CREDICOOP,1.3747447352422746
106,2023,3,Relación Solvencia,CAJA COOPERATIVA CREDICOOP,0.0
107,2023,3,Relación entre Aportes sociales mínimos no reducibles y Capital Social,CAJA COOPERATIVA CREDICOOP,0.97100420674946
108,2023,3,Relación entre el Capital Institucional y el Activo Total,CAJA COOPERATIVA CREDICOOP,0.0890211616625508
109,2023,4,Quebranto Patrimonial,CAJA COOPERATIVA CREDICOOP,1.375473708625847
110,2023,4,Relación Solvencia,CAJA COOPERATIVA CREDICOOP,0.0
111,2023,4,Relación entre Aportes sociales mínimos no reducibles y Capital Social,CAJA COOPERATIVA CREDICOOP,0.969774952490991
112,2023,4,Relación entre el Capital Institucional y el Activo Total,CAJA COOPERATIVA CREDICOOP,0.0884241728459792
113,2023,5,Quebranto Patrimonial,CAJA COOPERATIVA CREDICOOP,1.3661977420889575
114,2023,5,Relación Solvencia,CAJA COOPERATIVA CREDICOOP,0.0
115,2023,5,Relación entre Aportes sociales mínimos no reducibles y Capital Social,CAJA COOPERATIVA CREDICOOP,0.9698255646016752
116,2023,5,Relación entre el Capital Institucional y el Activo Total,CAJA COOPERATIVA CREDICOOP,0.0884758677033356
117,2023,6,Quebranto Patrimonial,CAJA COOPERATIVA CREDICOOP,1.3639793301755687
118,2023,6,Relación Solvencia,CAJA COOPERATIVA CREDICOOP,0.0
119,2023,6,Relación entre Aportes sociales mínimos no reducibles y Capital Social,CAJA COOPERATIVA CREDICOOP,0.968468898372604
120,2023,6,Relación entre el Capital Institucional y el Activo Total,CAJA COOPERATIVA CREDICOOP,0.0875805749486571
121,2023,7,Quebranto Patrimonial,CAJA COOPERATIVA CREDICOOP,1.3456294189903582
122,2023,7,Relación Solvencia,CAJA COOPERATIVA CREDICOOP,0.0
123,2023,7,Relación entre Aportes sociales mínimos no reducibles y Capital Social,CAJA COOPERATIVA CREDICOOP,0.9646085170561124
124,2023,7,Relación entre el Capital Institucional y el Activo Total,CAJA COOPERATIVA CREDICOOP,0.0883388382923924
125,2023,8,Quebranto Patrimonial,CAJA COOPERATIVA CREDICOOP,1.345837171483815
126,2023,8,Relación Solvencia,CAJA COOPERATIVA CREDICOOP,0.0
127,2023,8,Relación entre Aportes sociales mínimos no reducibles y Capital Social,CAJA COOPERATIVA CREDICOOP,0.9630222254083688
128,2023,8,Relación entre el Capital Institucional y el Activo Total,CAJA COOPERATIVA CREDICOOP,0.0874846815376069
129,2023,9,Quebranto Patrimonial,CAJA COOPERATIVA CREDICOOP,1.3467332832102372
130,2023,9,Relación Solvencia,CAJA COOPERATIVA CREDICOOP,0.0
131,2023,9,Relación entre Aportes sociales mínimos no reducibles y Capital Social,CAJA COOPERATIVA CREDICOOP,0.9641383577264518
132,2023,9,Relación entre el Capital Institucional y el Activo Total,CAJA COOPERATIVA CREDICOOP,0.0859406508652011
133,2023,10,Quebranto Patrimonial,CAJA COOPERATIVA CREDICOOP,1.3484771082410691
134,2023,10,Relación Solvencia,CAJA COOPERATIVA CREDICOOP,0.0
135,2023,10,Relación entre Aportes sociales mínimos no reducibles y Capital Social,CAJA COOPERATIVA CREDICOOP,0.9650233355576138
136,2023,10,Relación entre el Capital Institucional y el Activo Total,CAJA COOPERATIVA CREDICOOP,0.0851881635966695
137,2023,11,Quebranto Patrimonial,CAJA COOPERATIVA CREDICOOP,1.3408749315474242
138,2023,11,Relación Solvencia,CAJA COOPERATIVA CREDICOOP,0.0
