ID_registro,ano,mes,ID_indicador,ID_cooperativa,valor,categoria
77,2023,8,Quebranto Patrimonial,AVANCOP COOPERATIVA DE AHORRO Y CREDITO,1.2425293511679067,Micro 1
79,2023,8,Relación entre Aportes sociales mínimos no reducibles y Capital Social,AVANCOP COOPERATIVA DE AHORRO Y CREDITO,0.4504845101057355,Micro 1
80,2023,8,Relación entre el Capital Institucional y el Activo Total,AVANCOP COOPERATIVA DE AHORRO Y CREDITO,0.0682034542216309,Micro 1
81,2023,9,Quebranto Patrimonial,AVANCOP COOPERATIVA DE AHORRO Y CREDITO,1.2465425512311554,Micro 1
83,2023,9,Relación entre Aportes sociales mínimos no reducibles y Capital Social,AVANCOP COOPERATIVA DE AHORRO Y CREDITO,0.449610209773214,Micro 1
84,2023,9,Relación entre el Capital Institucional y el Activo Total,AVANCOP COOPERATIVA DE AHORRO Y CREDITO,0.0681608008601564,Micro 1
85,2023,10,Quebranto Patrimonial,AVANCOP COOPERATIVA DE AHORRO Y CREDITO,1.250575080074508,Micro 1
87,2023,10,Relación entre Aportes sociales mínimos no reducibles y Capital Social,AVANCOP COOPERATIVA DE AHORRO Y CREDITO,0.4479930376701292,Micro 1
88,2023,10,Relación entre el Capital Institucional y el Activo Total,AVANCOP COOPERATIVA DE AHORRO Y CREDITO,0.0677865854472616,Micro 1
89,2023,11,Quebranto Patrimonial,AVANCOP COOPERATIVA DE AHORRO Y CREDITO,1.2538861261315408,Micro 1
91,2023,11,Relación entre Aportes sociales mínimos no reducibles y Capital Social,AVANCOP COOPERATIVA DE AHORRO Y CREDITO,0.4479146631634437,Micro 1
92,2023,11,Relación entre el Capital Institucional y el Activo Total,AVANCOP COOPERATIVA DE AHORRO Y CREDITO,0.0681414543531816,Micro 1
93,2023,12,Quebranto Patrimonial,AVANCOP COOPERATIVA DE AHORRO Y CREDITO,1.2622111957282225,Micro 1
95,2023,12,Relación entre Aportes sociales mínimos no reducibles y Capital Social,AVANCOP COOPERATIVA DE AHORRO Y CREDITO,0.4450915066452157,Micro 1
96,2023,12,Relación entre el Capital Institucional y el Activo Total,AVANCOP COOPERATIVA DE AHORRO Y CREDITO,0.0704537010436107,Micro 1
97,2024,1,Quebranto Patrimonial,AVANCOP COOPERATIVA DE AHORRO Y CREDITO,1.267189453702986,Micro 1
99,2024,1,Relación entre Aportes sociales mínimos no reducibles y Capital Social,AVANCOP COOPERATIVA DE AHORRO Y CREDITO,0.4446197230142563,Micro 1
100,2024,1,Relación entre el Capital Institucional y el Activo Total,AVANCOP COOPERATIVA DE AHORRO Y CREDITO,0.0704778918613469,Micro 1
101,2024,2,Quebranto Patrimonial,AVANCOP COOPERATIVA DE AHORRO Y CREDITO,1.273157285679058,Micro 1
103,2024,2,Relación entre Aportes sociales mínimos no reducibles y Capital Social,AVANCOP COOPERATIVA DE AHORRO Y CREDITO,0.4427208190577055,Micro 1
104,2024,2,Relación entre el Capital Institucional y el Activo Total,AVANCOP COOPERATIVA DE AHORRO Y CREDITO,0.0696118956509294,Micro 1
105,2024,3,Quebranto Patrimonial,AVANCOP COOPERATIVA DE AHORRO Y CREDITO,1.231325740034,Micro 1
107,2024,3,Relación entre Aportes sociales mínimos no reducibles y Capital Social,AVANCOP COOPERATIVA DE AHORRO Y CREDITO,0.48702557482451,Micro 1
108,2024,3,Relación entre el Capital Institucional y el Activo Total,AVANCOP COOPERATIVA DE AHORRO Y CREDITO,0.0740742889379364,Micro 1
109,2024,4,Quebranto Patrimonial,AVANCOP COOPERATIVA DE AHORRO Y CREDITO,1.235311542915535,Micro 1
111,2024,4,Relación entre Aportes sociales mínimos no reducibles y Capital Social,AVANCOP COOPERATIVA DE AHORRO Y CREDITO,0.4858980817297481,Micro 1
112,2024,4,Relación entre el Capital Institucional y el Activo Total,AVANCOP COOPERATIVA DE AHORRO Y CREDITO,0.0736355249732184,Micro 1
113,2024,5,Quebranto Patrimonial,AVANCOP COOPERATIVA DE AHORRO Y CREDITO,1.2385227044720677,Micro 1
115,2024,5,Relación entre Aportes sociales mínimos no reducibles y Capital Social,AVANCOP COOPERATIVA DE AHORRO Y CREDITO,0.4837910302783374,Micro 1
116,2024,5,Relación entre el Capital Institucional y el Activo Total,AVANCOP COOPERATIVA DE AHORRO Y CREDITO,0.0740356120056816,Micro 1
117,2024,6,Quebranto Patrimonial,AVANCOP COOPERATIVA DE AHORRO Y CREDITO,1.238004413590334,Micro 1
119,2024,6,Relación entre Aportes sociales mínimos no reducibles y Capital Social,AVANCOP COOPERATIVA DE AHORRO Y CREDITO,0.4812788537917882,Micro 1
120,2024,6,Relación entre el Capital Institucional y el Activo Total,AVANCOP COOPERATIVA DE AHORRO Y CREDITO,0.0734956023141373,Micro 1
121,2024,7,Quebranto Patrimonial,AVANCOP COOPERATIVA DE AHORRO Y CREDITO,1.2395681841751065,Micro 1
123,2024,7,Relación entre Aportes sociales mínimos no reducibles y Capital Social,AVANCOP COOPERATIVA DE AHORRO Y CREDITO,0.4803820630206037,Micro 1
124,2024,7,Relación entre el Capital Institucional y el Activo Total,AVANCOP COOPERATIVA DE AHORRO Y CREDITO,0.0730243812586815,Micro 1
125,2024,8,Quebranto Patrimonial,AVANCOP COOPERATIVA DE AHORRO Y CREDITO,1.2446753871627618,Micro 1
127,2024,8,Relación entre Aportes sociales mínimos no reducibles y Capital Social,AVANCOP COOPERATIVA DE AHORRO Y CREDITO,0.4826058554445271,Micro 1
128,2024,8,Relación entre el Capital Institucional y el Activo Total,AVANCOP COOPERATIVA DE AHORRO Y CREDITO,0.0736863617608297,Micro 1
129,2024,9,Quebranto Patrimonial,AVANCOP COOPERATIVA DE AHORRO Y CREDITO,1.249444906047906,Micro 1
131,2024,9,Relación entre Aportes sociales mínimos no reducibles y Capital Social,AVANCOP COOPERATIVA DE AHORRO Y CREDITO,0.4826701393821775,Micro 1
132,2024,9,Relación entre el Capital Institucional y el Activo Total,AVANCOP COOPERATIVA DE AHORRO Y CREDITO,0.0737269294142477,Micro 1
133,2024,10,Quebranto Patrimonial,AVANCOP COOPERATIVA DE AHORRO Y CREDITO,1.2533399265316727,Micro 1
135,2024,10,Relación entre Aportes sociales mínimos no reducibles y Capital Social,AVANCOP COOPERATIVA DE AHORRO Y CREDITO,0.481798522595995,Micro 1
136,2024,10,Relación entre el Capital Institucional y el Activo Total,AVANCOP COOPERATIVA DE AHORRO Y CREDITO,0.072969090038537,Micro 1
137,2024,11,Quebranto Patrimonial,AVANCOP COOPERATIVA DE AHORRO Y CREDITO,1.2570032459589398,Micro 1
139,2024,11,Relación entre Aportes sociales mínimos no reducibles y Capital Social,AVANCOP COOPERATIVA DE AHORRO Y CREDITO,0.4813774473136347,Micro 1
140,2024,11,Relación entre el Capital Institucional y el Activo Total,AVANCOP COOPERATIVA DE AHORRO Y CREDITO,0.0723091663882842,Micro 1
141,2024,12,Quebranto Patrimonial,AVANCOP COOPERATIVA DE AHORRO Y CREDITO,1.2669564514899074,Micro 1
143,2024,12,Relación entre Aportes sociales mínimos no reducibles y Capital Social,AVANCOP COOPERATIVA DE AHORRO Y CREDITO,0.4810383171489643,Micro 1
144,2024,12,Relación entre el Capital Institucional y el Activo Total,AVANCOP COOPERATIVA DE AHORRO Y CREDITO,0.0738881955326373,Micro 1
145,2025,1,Quebranto Patrimonial,AVANCOP COOPERATIVA DE AHORRO Y CREDITO,1.2669666231674404,Micro 1
147,2025,1,Relación entre Aportes sociales mínimos no reducibles y Capital Social,AVANCOP COOPERATIVA DE AHORRO Y CREDITO,0.5246684738838013,Micro 1
148,2025,1,Relación entre el Capital Institucional y el Activo Total,AVANCOP COOPERATIVA DE AHORRO Y CREDITO,0.0735166750745344,Micro 1
149,2025,2,Quebranto Patrimonial,AVANCOP COOPERATIVA DE AHORRO Y CREDITO,1.250050462167555,Micro 1
151,2025,2,Relación entre Aportes sociales mínimos no reducibles y Capital Social,AVANCOP COOPERATIVA DE AHORRO Y CREDITO,0.5249203855798907,Micro 1
152,2025,2,Relación entre el Capital Institucional y el Activo Total,AVANCOP COOPERATIVA DE AHORRO Y CREDITO,0.0844372883542263,Micro 1
153,2025,3,Quebranto Patrimonial,AVANCOP COOPERATIVA DE AHORRO Y CREDITO,1.2509475792650282,Micro 1
155,2025,3,Relación entre Aportes sociales mínimos no reducibles y Capital Social,AVANCOP COOPERATIVA DE AHORRO Y CREDITO,0.5237961229040325,Micro 1
156,2025,3,Relación entre el Capital Institucional y el Activo Total,AVANCOP COOPERATIVA DE AHORRO Y CREDITO,0.0822602161080862,Micro 1
157,2025,4,Quebranto Patrimonial,AVANCOP COOPERATIVA DE AHORRO Y CREDITO,1.2521699510627549,Micro 1
159,2025,4,Relación entre Aportes sociales mínimos no reducibles y Capital Social,AVANCOP COOPERATIVA DE AHORRO Y CREDITO,0.5225645225544525,Micro 1
160,2025,4,Relación entre el Capital Institucional y el Activo Total,AVANCOP COOPERATIVA DE AHORRO Y CREDITO,0.0816741575529389,Micro 1
